Minutes,Hours,Temperature,Well,OD_reading,Isolate,CadGene,Conc,Salt,Rep
320,5,28.5,B10,0.0712,EGDe,cadA3,110,CdSO4,Rep3
330,5,28.5,B10,0.0712,EGDe,cadA3,110,CdSO4,Rep3
340,5,28.5,B10,0.0704,EGDe,cadA3,110,CdSO4,Rep3
350,5,28.5,B10,0.0708,EGDe,cadA3,110,CdSO4,Rep3
360,6,28.5,B10,0.071,EGDe,cadA3,110,CdSO4,Rep3
370,6,28.5,B10,0.071,EGDe,cadA3,110,CdSO4,Rep3
380,6,28.5,B10,0.0709,EGDe,cadA3,110,CdSO4,Rep3
390,6,28.5,B10,0.0707,EGDe,cadA3,110,CdSO4,Rep3
400,6,28.5,B10,0.0709,EGDe,cadA3,110,CdSO4,Rep3
410,6,28.5,B10,0.0717,EGDe,cadA3,110,CdSO4,Rep3
420,7,28.5,B10,0.0707,EGDe,cadA3,110,CdSO4,Rep3
430,7,28.5,B10,0.0711,EGDe,cadA3,110,CdSO4,Rep3
440,7,28.5,B10,0.0708,EGDe,cadA3,110,CdSO4,Rep3
450,7,28.5,B10,0.0711,EGDe,cadA3,110,CdSO4,Rep3
460,7,28.5,B10,0.071,EGDe,cadA3,110,CdSO4,Rep3
470,7,28.5,B10,0.0709,EGDe,cadA3,110,CdSO4,Rep3
480,8,28.5,B10,0.0711,EGDe,cadA3,110,CdSO4,Rep3
490,8,28,B10,0.0712,EGDe,cadA3,110,CdSO4,Rep3
500,8,28,B10,0.0709,EGDe,cadA3,110,CdSO4,Rep3
510,8,28,B10,0.0708,EGDe,cadA3,110,CdSO4,Rep3
520,8,28,B10,0.0706,EGDe,cadA3,110,CdSO4,Rep3
530,8,28,B10,0.0706,EGDe,cadA3,110,CdSO4,Rep3
540,9,28,B10,0.0711,EGDe,cadA3,110,CdSO4,Rep3
550,9,28,B10,0.0714,EGDe,cadA3,110,CdSO4,Rep3
560,9,28,B10,0.0709,EGDe,cadA3,110,CdSO4,Rep3
570,9,28,B10,0.0705,EGDe,cadA3,110,CdSO4,Rep3
580,9,28,B10,0.0709,EGDe,cadA3,110,CdSO4,Rep3
590,9,28,B10,0.0712,EGDe,cadA3,110,CdSO4,Rep3
600,10,28,B10,0.0706,EGDe,cadA3,110,CdSO4,Rep3
610,10,28,B10,0.0714,EGDe,cadA3,110,CdSO4,Rep3
620,10,28,B10,0.0706,EGDe,cadA3,110,CdSO4,Rep3
630,10,28,B10,0.0715,EGDe,cadA3,110,CdSO4,Rep3
640,10,28,B10,0.071,EGDe,cadA3,110,CdSO4,Rep3
650,10,28,B10,0.0712,EGDe,cadA3,110,CdSO4,Rep3
660,11,28,B10,0.0706,EGDe,cadA3,110,CdSO4,Rep3
670,11,28,B10,0.0717,EGDe,cadA3,110,CdSO4,Rep3
680,11,28,B10,0.0712,EGDe,cadA3,110,CdSO4,Rep3
690,11,28,B10,0.0717,EGDe,cadA3,110,CdSO4,Rep3
700,11,28,B10,0.0713,EGDe,cadA3,110,CdSO4,Rep3
710,11,28,B10,0.0715,EGDe,cadA3,110,CdSO4,Rep3
720,12,28,B10,0.0718,EGDe,cadA3,110,CdSO4,Rep3
730,12,28,B10,0.071,EGDe,cadA3,110,CdSO4,Rep3
740,12,28,B10,0.0717,EGDe,cadA3,110,CdSO4,Rep3
750,12,28,B10,0.0718,EGDe,cadA3,110,CdSO4,Rep3
760,12,28,B10,0.0722,EGDe,cadA3,110,CdSO4,Rep3
770,12,28,B10,0.0723,EGDe,cadA3,110,CdSO4,Rep3
780,13,28,B10,0.0719,EGDe,cadA3,110,CdSO4,Rep3
790,13,28,B10,0.0721,EGDe,cadA3,110,CdSO4,Rep3
800,13,28,B10,0.0722,EGDe,cadA3,110,CdSO4,Rep3
810,13,28,B10,0.0723,EGDe,cadA3,110,CdSO4,Rep3
820,13,28,B10,0.0727,EGDe,cadA3,110,CdSO4,Rep3
830,13,28,B10,0.0723,EGDe,cadA3,110,CdSO4,Rep3
840,14,28,B10,0.0722,EGDe,cadA3,110,CdSO4,Rep3
850,14,28,B10,0.0727,EGDe,cadA3,110,CdSO4,Rep3
860,14,28,B10,0.0738,EGDe,cadA3,110,CdSO4,Rep3
870,14,28,B10,0.0732,EGDe,cadA3,110,CdSO4,Rep3
880,14,28,B10,0.0741,EGDe,cadA3,110,CdSO4,Rep3
890,14,28,B10,0.0739,EGDe,cadA3,110,CdSO4,Rep3
900,15,28,B10,0.0744,EGDe,cadA3,110,CdSO4,Rep3
910,15,28,B10,0.075,EGDe,cadA3,110,CdSO4,Rep3
920,15,28,B10,0.075,EGDe,cadA3,110,CdSO4,Rep3
930,15,28,B10,0.0756,EGDe,cadA3,110,CdSO4,Rep3
940,15,28,B10,0.0755,EGDe,cadA3,110,CdSO4,Rep3
950,15,28,B10,0.0764,EGDe,cadA3,110,CdSO4,Rep3
960,16,28,B10,0.077,EGDe,cadA3,110,CdSO4,Rep3
970,16,28,B10,0.078,EGDe,cadA3,110,CdSO4,Rep3
980,16,28,B10,0.0781,EGDe,cadA3,110,CdSO4,Rep3
990,16,28,B10,0.0792,EGDe,cadA3,110,CdSO4,Rep3
1000,16,28,B10,0.0798,EGDe,cadA3,110,CdSO4,Rep3
1010,16,28,B10,0.0801,EGDe,cadA3,110,CdSO4,Rep3
1020,17,28,B10,0.0813,EGDe,cadA3,110,CdSO4,Rep3
1030,17,28,B10,0.0822,EGDe,cadA3,110,CdSO4,Rep3
1040,17,28,B10,0.0825,EGDe,cadA3,110,CdSO4,Rep3
1050,17,28,B10,0.084,EGDe,cadA3,110,CdSO4,Rep3
1060,17,28,B10,0.0851,EGDe,cadA3,110,CdSO4,Rep3
1070,17,28,B10,0.0864,EGDe,cadA3,110,CdSO4,Rep3
1080,18,28,B10,0.0866,EGDe,cadA3,110,CdSO4,Rep3
1090,18,28,B10,0.0876,EGDe,cadA3,110,CdSO4,Rep3
1100,18,28,B10,0.0881,EGDe,cadA3,110,CdSO4,Rep3
1110,18,28,B10,0.0893,EGDe,cadA3,110,CdSO4,Rep3
1120,18,28,B10,0.0899,EGDe,cadA3,110,CdSO4,Rep3
1130,18,28,B10,0.0907,EGDe,cadA3,110,CdSO4,Rep3
1140,19,28,B10,0.091,EGDe,cadA3,110,CdSO4,Rep3
1150,19,28,B10,0.092,EGDe,cadA3,110,CdSO4,Rep3
1160,19,28,B10,0.0932,EGDe,cadA3,110,CdSO4,Rep3
1170,19,28,B10,0.0946,EGDe,cadA3,110,CdSO4,Rep3
1180,19,28,B10,0.0956,EGDe,cadA3,110,CdSO4,Rep3
1190,19,28,B10,0.0968,EGDe,cadA3,110,CdSO4,Rep3
1200,20,28,B10,0.0978,EGDe,cadA3,110,CdSO4,Rep3
1210,20,28,B10,0.0993,EGDe,cadA3,110,CdSO4,Rep3
1220,20,28,B10,0.1004,EGDe,cadA3,110,CdSO4,Rep3
1230,20,28,B10,0.1022,EGDe,cadA3,110,CdSO4,Rep3
1240,20,28,B10,0.1034,EGDe,cadA3,110,CdSO4,Rep3
1250,20,28,B10,0.1051,EGDe,cadA3,110,CdSO4,Rep3
1260,21,28,B10,0.1069,EGDe,cadA3,110,CdSO4,Rep3
1270,21,28,B10,0.1086,EGDe,cadA3,110,CdSO4,Rep3
1280,21,28,B10,0.1101,EGDe,cadA3,110,CdSO4,Rep3
1290,21,28,B10,0.111,EGDe,cadA3,110,CdSO4,Rep3
1300,21,28,B10,0.1115,EGDe,cadA3,110,CdSO4,Rep3
1310,21,28,B10,0.1117,EGDe,cadA3,110,CdSO4,Rep3
1320,22,28,B10,0.1123,EGDe,cadA3,110,CdSO4,Rep3
1330,22,28,B10,0.1128,EGDe,cadA3,110,CdSO4,Rep3
1340,22,28,B10,0.1134,EGDe,cadA3,110,CdSO4,Rep3
1350,22,28,B10,0.1143,EGDe,cadA3,110,CdSO4,Rep3
1360,22,28,B10,0.1148,EGDe,cadA3,110,CdSO4,Rep3
1370,22,28,B10,0.115,EGDe,cadA3,110,CdSO4,Rep3
1380,23,28,B10,0.1154,EGDe,cadA3,110,CdSO4,Rep3
1390,23,28,B10,0.1162,EGDe,cadA3,110,CdSO4,Rep3
1400,23,28,B10,0.1169,EGDe,cadA3,110,CdSO4,Rep3
1410,23,28,B10,0.1172,EGDe,cadA3,110,CdSO4,Rep3
0,0,25.5,B11,0.0707,ScottA,cadA4,110,CdSO4,Rep3
10,0,25.5,B11,0.0708,ScottA,cadA4,110,CdSO4,Rep3
20,0,26,B11,0.0706,ScottA,cadA4,110,CdSO4,Rep3
30,0,26,B11,0.071,ScottA,cadA4,110,CdSO4,Rep3
40,0,26.5,B11,0.071,ScottA,cadA4,110,CdSO4,Rep3
50,0,27,B11,0.0706,ScottA,cadA4,110,CdSO4,Rep3
60,1,27,B11,0.0705,ScottA,cadA4,110,CdSO4,Rep3
70,1,27.5,B11,0.0708,ScottA,cadA4,110,CdSO4,Rep3
80,1,27.5,B11,0.0713,ScottA,cadA4,110,CdSO4,Rep3
90,1,27.5,B11,0.0703,ScottA,cadA4,110,CdSO4,Rep3
100,1,27.5,B11,0.0704,ScottA,cadA4,110,CdSO4,Rep3
110,1,28,B11,0.0707,ScottA,cadA4,110,CdSO4,Rep3
120,2,28,B11,0.0704,ScottA,cadA4,110,CdSO4,Rep3
130,2,28,B11,0.0705,ScottA,cadA4,110,CdSO4,Rep3
140,2,28,B11,0.0708,ScottA,cadA4,110,CdSO4,Rep3
150,2,28,B11,0.0713,ScottA,cadA4,110,CdSO4,Rep3
160,2,28,B11,0.0712,ScottA,cadA4,110,CdSO4,Rep3
170,2,28,B11,0.0705,ScottA,cadA4,110,CdSO4,Rep3
180,3,28,B11,0.0706,ScottA,cadA4,110,CdSO4,Rep3
190,3,28,B11,0.071,ScottA,cadA4,110,CdSO4,Rep3
200,3,28,B11,0.0704,ScottA,cadA4,110,CdSO4,Rep3
210,3,28,B11,0.0706,ScottA,cadA4,110,CdSO4,Rep3
220,3,28,B11,0.071,ScottA,cadA4,110,CdSO4,Rep3
230,3,28.5,B11,0.0706,ScottA,cadA4,110,CdSO4,Rep3
240,4,28.5,B11,0.0709,ScottA,cadA4,110,CdSO4,Rep3
250,4,28.5,B11,0.0707,ScottA,cadA4,110,CdSO4,Rep3
260,4,28.5,B11,0.0702,ScottA,cadA4,110,CdSO4,Rep3
270,4,28.5,B11,0.0707,ScottA,cadA4,110,CdSO4,Rep3
280,4,28.5,B11,0.0709,ScottA,cadA4,110,CdSO4,Rep3
290,4,28.5,B11,0.0705,ScottA,cadA4,110,CdSO4,Rep3
300,5,28.5,B11,0.0709,ScottA,cadA4,110,CdSO4,Rep3
310,5,28.5,B11,0.0702,ScottA,cadA4,110,CdSO4,Rep3
320,5,28.5,B11,0.0709,ScottA,cadA4,110,CdSO4,Rep3
330,5,28.5,B11,0.071,ScottA,cadA4,110,CdSO4,Rep3
340,5,28.5,B11,0.0701,ScottA,cadA4,110,CdSO4,Rep3
350,5,28.5,B11,0.0703,ScottA,cadA4,110,CdSO4,Rep3
360,6,28.5,B11,0.0711,ScottA,cadA4,110,CdSO4,Rep3
370,6,28.5,B11,0.0706,ScottA,cadA4,110,CdSO4,Rep3
380,6,28.5,B11,0.0706,ScottA,cadA4,110,CdSO4,Rep3
390,6,28.5,B11,0.0706,ScottA,cadA4,110,CdSO4,Rep3
400,6,28.5,B11,0.0705,ScottA,cadA4,110,CdSO4,Rep3
410,6,28.5,B11,0.0713,ScottA,cadA4,110,CdSO4,Rep3
420,7,28.5,B11,0.0705,ScottA,cadA4,110,CdSO4,Rep3
430,7,28.5,B11,0.0708,ScottA,cadA4,110,CdSO4,Rep3
440,7,28.5,B11,0.0706,ScottA,cadA4,110,CdSO4,Rep3
450,7,28.5,B11,0.0708,ScottA,cadA4,110,CdSO4,Rep3
460,7,28.5,B11,0.0704,ScottA,cadA4,110,CdSO4,Rep3
470,7,28.5,B11,0.0707,ScottA,cadA4,110,CdSO4,Rep3
480,8,28.5,B11,0.0711,ScottA,cadA4,110,CdSO4,Rep3
490,8,28,B11,0.0704,ScottA,cadA4,110,CdSO4,Rep3
500,8,28,B11,0.0708,ScottA,cadA4,110,CdSO4,Rep3
510,8,28,B11,0.0702,ScottA,cadA4,110,CdSO4,Rep3
520,8,28,B11,0.0703,ScottA,cadA4,110,CdSO4,Rep3
530,8,28,B11,0.0704,ScottA,cadA4,110,CdSO4,Rep3
540,9,28,B11,0.0712,ScottA,cadA4,110,CdSO4,Rep3
550,9,28,B11,0.0711,ScottA,cadA4,110,CdSO4,Rep3
560,9,28,B11,0.0707,ScottA,cadA4,110,CdSO4,Rep3
570,9,28,B11,0.0706,ScottA,cadA4,110,CdSO4,Rep3
580,9,28,B11,0.0708,ScottA,cadA4,110,CdSO4,Rep3
590,9,28,B11,0.0708,ScottA,cadA4,110,CdSO4,Rep3
600,10,28,B11,0.0703,ScottA,cadA4,110,CdSO4,Rep3
610,10,28,B11,0.0709,ScottA,cadA4,110,CdSO4,Rep3
620,10,28,B11,0.0702,ScottA,cadA4,110,CdSO4,Rep3
630,10,28,B11,0.0714,ScottA,cadA4,110,CdSO4,Rep3
640,10,28,B11,0.0712,ScottA,cadA4,110,CdSO4,Rep3
650,10,28,B11,0.0706,ScottA,cadA4,110,CdSO4,Rep3
660,11,28,B11,0.0702,ScottA,cadA4,110,CdSO4,Rep3
670,11,28,B11,0.0713,ScottA,cadA4,110,CdSO4,Rep3
680,11,28,B11,0.0713,ScottA,cadA4,110,CdSO4,Rep3
690,11,28,B11,0.0709,ScottA,cadA4,110,CdSO4,Rep3
700,11,28,B11,0.0708,ScottA,cadA4,110,CdSO4,Rep3
710,11,28,B11,0.071,ScottA,cadA4,110,CdSO4,Rep3
720,12,28,B11,0.0709,ScottA,cadA4,110,CdSO4,Rep3
730,12,28,B11,0.0709,ScottA,cadA4,110,CdSO4,Rep3
740,12,28,B11,0.0705,ScottA,cadA4,110,CdSO4,Rep3
750,12,28,B11,0.0712,ScottA,cadA4,110,CdSO4,Rep3
760,12,28,B11,0.071,ScottA,cadA4,110,CdSO4,Rep3
770,12,28,B11,0.0716,ScottA,cadA4,110,CdSO4,Rep3
780,13,28,B11,0.0711,ScottA,cadA4,110,CdSO4,Rep3
790,13,28,B11,0.0711,ScottA,cadA4,110,CdSO4,Rep3
800,13,28,B11,0.0711,ScottA,cadA4,110,CdSO4,Rep3
810,13,28,B11,0.071,ScottA,cadA4,110,CdSO4,Rep3
820,13,28,B11,0.0712,ScottA,cadA4,110,CdSO4,Rep3
830,13,28,B11,0.0709,ScottA,cadA4,110,CdSO4,Rep3
840,14,28,B11,0.0704,ScottA,cadA4,110,CdSO4,Rep3
850,14,28,B11,0.0706,ScottA,cadA4,110,CdSO4,Rep3
860,14,28,B11,0.0713,ScottA,cadA4,110,CdSO4,Rep3
870,14,28,B11,0.0709,ScottA,cadA4,110,CdSO4,Rep3
880,14,28,B11,0.0711,ScottA,cadA4,110,CdSO4,Rep3
890,14,28,B11,0.0711,ScottA,cadA4,110,CdSO4,Rep3
900,15,28,B11,0.0712,ScottA,cadA4,110,CdSO4,Rep3
910,15,28,B11,0.0707,ScottA,cadA4,110,CdSO4,Rep3
920,15,28,B11,0.071,ScottA,cadA4,110,CdSO4,Rep3
930,15,28,B11,0.0715,ScottA,cadA4,110,CdSO4,Rep3
940,15,28,B11,0.0712,ScottA,cadA4,110,CdSO4,Rep3
950,15,28,B11,0.0713,ScottA,cadA4,110,CdSO4,Rep3
960,16,28,B11,0.0717,ScottA,cadA4,110,CdSO4,Rep3
970,16,28,B11,0.0719,ScottA,cadA4,110,CdSO4,Rep3
980,16,28,B11,0.0716,ScottA,cadA4,110,CdSO4,Rep3
990,16,28,B11,0.0722,ScottA,cadA4,110,CdSO4,Rep3
1000,16,28,B11,0.0724,ScottA,cadA4,110,CdSO4,Rep3
1010,16,28,B11,0.072,ScottA,cadA4,110,CdSO4,Rep3
1020,17,28,B11,0.0716,ScottA,cadA4,110,CdSO4,Rep3
1030,17,28,B11,0.0725,ScottA,cadA4,110,CdSO4,Rep3
1040,17,28,B11,0.072,ScottA,cadA4,110,CdSO4,Rep3
1050,17,28,B11,0.0724,ScottA,cadA4,110,CdSO4,Rep3
1060,17,28,B11,0.0722,ScottA,cadA4,110,CdSO4,Rep3
1070,17,28,B11,0.0728,ScottA,cadA4,110,CdSO4,Rep3
1080,18,28,B11,0.0727,ScottA,cadA4,110,CdSO4,Rep3
1090,18,28,B11,0.073,ScottA,cadA4,110,CdSO4,Rep3
1100,18,28,B11,0.0733,ScottA,cadA4,110,CdSO4,Rep3
1110,18,28,B11,0.0735,ScottA,cadA4,110,CdSO4,Rep3
1120,18,28,B11,0.0737,ScottA,cadA4,110,CdSO4,Rep3
1130,18,28,B11,0.0739,ScottA,cadA4,110,CdSO4,Rep3
1140,19,28,B11,0.0739,ScottA,cadA4,110,CdSO4,Rep3
1150,19,28,B11,0.0744,ScottA,cadA4,110,CdSO4,Rep3
1160,19,28,B11,0.0746,ScottA,cadA4,110,CdSO4,Rep3
1170,19,28,B11,0.0751,ScottA,cadA4,110,CdSO4,Rep3
1180,19,28,B11,0.075,ScottA,cadA4,110,CdSO4,Rep3
1190,19,28,B11,0.0754,ScottA,cadA4,110,CdSO4,Rep3
1200,20,28,B11,0.0758,ScottA,cadA4,110,CdSO4,Rep3
1210,20,28,B11,0.0762,ScottA,cadA4,110,CdSO4,Rep3
1220,20,28,B11,0.0762,ScottA,cadA4,110,CdSO4,Rep3
1230,20,28,B11,0.0772,ScottA,cadA4,110,CdSO4,Rep3
1240,20,28,B11,0.0771,ScottA,cadA4,110,CdSO4,Rep3
1250,20,28,B11,0.078,ScottA,cadA4,110,CdSO4,Rep3
1260,21,28,B11,0.0781,ScottA,cadA4,110,CdSO4,Rep3
1270,21,28,B11,0.0792,ScottA,cadA4,110,CdSO4,Rep3
1280,21,28,B11,0.0799,ScottA,cadA4,110,CdSO4,Rep3
1290,21,28,B11,0.0809,ScottA,cadA4,110,CdSO4,Rep3
1300,21,28,B11,0.0812,ScottA,cadA4,110,CdSO4,Rep3
1310,21,28,B11,0.082,ScottA,cadA4,110,CdSO4,Rep3
1320,22,28,B11,0.0836,ScottA,cadA4,110,CdSO4,Rep3
1330,22,28,B11,0.0844,ScottA,cadA4,110,CdSO4,Rep3
1340,22,28,B11,0.0852,ScottA,cadA4,110,CdSO4,Rep3
1350,22,28,B11,0.0866,ScottA,cadA4,110,CdSO4,Rep3
1360,22,28,B11,0.0873,ScottA,cadA4,110,CdSO4,Rep3
1370,22,28,B11,0.0886,ScottA,cadA4,110,CdSO4,Rep3
1380,23,28,B11,0.0896,ScottA,cadA4,110,CdSO4,Rep3
1390,23,28,B11,0.0913,ScottA,cadA4,110,CdSO4,Rep3
1400,23,28,B11,0.0931,ScottA,cadA4,110,CdSO4,Rep3
1410,23,28,B11,0.0944,ScottA,cadA4,110,CdSO4,Rep3
0,0,25.5,C1,0.0716,WRLP92,none,100,CdCl2,Rep3
10,0,25.5,C1,0.0706,WRLP92,none,100,CdCl2,Rep3
20,0,26,C1,0.0717,WRLP92,none,100,CdCl2,Rep3
30,0,26,C1,0.0704,WRLP92,none,100,CdCl2,Rep3
40,0,26.5,C1,0.0713,WRLP92,none,100,CdCl2,Rep3
50,0,27,C1,0.0703,WRLP92,none,100,CdCl2,Rep3
60,1,27,C1,0.071,WRLP92,none,100,CdCl2,Rep3
70,1,27.5,C1,0.0711,WRLP92,none,100,CdCl2,Rep3
80,1,27.5,C1,0.0707,WRLP92,none,100,CdCl2,Rep3
90,1,27.5,C1,0.0711,WRLP92,none,100,CdCl2,Rep3
100,1,27.5,C1,0.0705,WRLP92,none,100,CdCl2,Rep3
110,1,28,C1,0.0708,WRLP92,none,100,CdCl2,Rep3
120,2,28,C1,0.0713,WRLP92,none,100,CdCl2,Rep3
130,2,28,C1,0.0708,WRLP92,none,100,CdCl2,Rep3
140,2,28,C1,0.0704,WRLP92,none,100,CdCl2,Rep3
150,2,28,C1,0.0706,WRLP92,none,100,CdCl2,Rep3
160,2,28,C1,0.0709,WRLP92,none,100,CdCl2,Rep3
170,2,28,C1,0.0715,WRLP92,none,100,CdCl2,Rep3
180,3,28,C1,0.0706,WRLP92,none,100,CdCl2,Rep3
190,3,28,C1,0.071,WRLP92,none,100,CdCl2,Rep3
200,3,28,C1,0.0715,WRLP92,none,100,CdCl2,Rep3
210,3,28,C1,0.071,WRLP92,none,100,CdCl2,Rep3
220,3,28,C1,0.0711,WRLP92,none,100,CdCl2,Rep3
230,3,28.5,C1,0.0714,WRLP92,none,100,CdCl2,Rep3
240,4,28.5,C1,0.0706,WRLP92,none,100,CdCl2,Rep3
250,4,28.5,C1,0.0718,WRLP92,none,100,CdCl2,Rep3
260,4,28.5,C1,0.0715,WRLP92,none,100,CdCl2,Rep3
270,4,28.5,C1,0.0705,WRLP92,none,100,CdCl2,Rep3
280,4,28.5,C1,0.0707,WRLP92,none,100,CdCl2,Rep3
290,4,28.5,C1,0.0716,WRLP92,none,100,CdCl2,Rep3
300,5,28.5,C1,0.0714,WRLP92,none,100,CdCl2,Rep3
310,5,28.5,C1,0.0712,WRLP92,none,100,CdCl2,Rep3
320,5,28.5,C1,0.0708,WRLP92,none,100,CdCl2,Rep3
330,5,28.5,C1,0.0721,WRLP92,none,100,CdCl2,Rep3
340,5,28.5,C1,0.0704,WRLP92,none,100,CdCl2,Rep3
350,5,28.5,C1,0.0713,WRLP92,none,100,CdCl2,Rep3
360,6,28.5,C1,0.071,WRLP92,none,100,CdCl2,Rep3
370,6,28.5,C1,0.0715,WRLP92,none,100,CdCl2,Rep3
380,6,28.5,C1,0.0711,WRLP92,none,100,CdCl2,Rep3
390,6,28.5,C1,0.0712,WRLP92,none,100,CdCl2,Rep3
400,6,28.5,C1,0.0715,WRLP92,none,100,CdCl2,Rep3
410,6,28.5,C1,0.0712,WRLP92,none,100,CdCl2,Rep3
420,7,28.5,C1,0.0698,WRLP92,none,100,CdCl2,Rep3
430,7,28.5,C1,0.0726,WRLP92,none,100,CdCl2,Rep3
440,7,28.5,C1,0.0714,WRLP92,none,100,CdCl2,Rep3
450,7,28.5,C1,0.0718,WRLP92,none,100,CdCl2,Rep3
460,7,28.5,C1,0.0716,WRLP92,none,100,CdCl2,Rep3
470,7,28.5,C1,0.0716,WRLP92,none,100,CdCl2,Rep3
480,8,28.5,C1,0.0718,WRLP92,none,100,CdCl2,Rep3
490,8,28,C1,0.0717,WRLP92,none,100,CdCl2,Rep3
500,8,28,C1,0.0706,WRLP92,none,100,CdCl2,Rep3
510,8,28,C1,0.0703,WRLP92,none,100,CdCl2,Rep3
520,8,28,C1,0.0706,WRLP92,none,100,CdCl2,Rep3
530,8,28,C1,0.0712,WRLP92,none,100,CdCl2,Rep3
540,9,28,C1,0.0708,WRLP92,none,100,CdCl2,Rep3
550,9,28,C1,0.0714,WRLP92,none,100,CdCl2,Rep3
560,9,28,C1,0.071,WRLP92,none,100,CdCl2,Rep3
570,9,28,C1,0.072,WRLP92,none,100,CdCl2,Rep3
580,9,28,C1,0.0712,WRLP92,none,100,CdCl2,Rep3
590,9,28,C1,0.0724,WRLP92,none,100,CdCl2,Rep3
600,10,28,C1,0.0716,WRLP92,none,100,CdCl2,Rep3
610,10,28,C1,0.0723,WRLP92,none,100,CdCl2,Rep3
620,10,28,C1,0.0722,WRLP92,none,100,CdCl2,Rep3
630,10,28,C1,0.071,WRLP92,none,100,CdCl2,Rep3
640,10,28,C1,0.0713,WRLP92,none,100,CdCl2,Rep3
650,10,28,C1,0.0711,WRLP92,none,100,CdCl2,Rep3
660,11,28,C1,0.0716,WRLP92,none,100,CdCl2,Rep3
670,11,28,C1,0.07,WRLP92,none,100,CdCl2,Rep3
680,11,28,C1,0.0713,WRLP92,none,100,CdCl2,Rep3
690,11,28,C1,0.0717,WRLP92,none,100,CdCl2,Rep3
700,11,28,C1,0.0708,WRLP92,none,100,CdCl2,Rep3
710,11,28,C1,0.0717,WRLP92,none,100,CdCl2,Rep3
720,12,28,C1,0.0712,WRLP92,none,100,CdCl2,Rep3
730,12,28,C1,0.0707,WRLP92,none,100,CdCl2,Rep3
740,12,28,C1,0.0719,WRLP92,none,100,CdCl2,Rep3
750,12,28,C1,0.072,WRLP92,none,100,CdCl2,Rep3
760,12,28,C1,0.071,WRLP92,none,100,CdCl2,Rep3
770,12,28,C1,0.0717,WRLP92,none,100,CdCl2,Rep3
780,13,28,C1,0.0721,WRLP92,none,100,CdCl2,Rep3
790,13,28,C1,0.071,WRLP92,none,100,CdCl2,Rep3
800,13,28,C1,0.071,WRLP92,none,100,CdCl2,Rep3
810,13,28,C1,0.0717,WRLP92,none,100,CdCl2,Rep3
820,13,28,C1,0.0718,WRLP92,none,100,CdCl2,Rep3
830,13,28,C1,0.0714,WRLP92,none,100,CdCl2,Rep3
840,14,28,C1,0.0706,WRLP92,none,100,CdCl2,Rep3
850,14,28,C1,0.0714,WRLP92,none,100,CdCl2,Rep3
860,14,28,C1,0.0723,WRLP92,none,100,CdCl2,Rep3
870,14,28,C1,0.0717,WRLP92,none,100,CdCl2,Rep3
880,14,28,C1,0.072,WRLP92,none,100,CdCl2,Rep3
890,14,28,C1,0.0715,WRLP92,none,100,CdCl2,Rep3
900,15,28,C1,0.0709,WRLP92,none,100,CdCl2,Rep3
910,15,28,C1,0.0714,WRLP92,none,100,CdCl2,Rep3
920,15,28,C1,0.0711,WRLP92,none,100,CdCl2,Rep3
930,15,28,C1,0.0721,WRLP92,none,100,CdCl2,Rep3
940,15,28,C1,0.0708,WRLP92,none,100,CdCl2,Rep3
950,15,28,C1,0.0718,WRLP92,none,100,CdCl2,Rep3
960,16,28,C1,0.0708,WRLP92,none,100,CdCl2,Rep3
970,16,28,C1,0.0719,WRLP92,none,100,CdCl2,Rep3
980,16,28,C1,0.0721,WRLP92,none,100,CdCl2,Rep3
990,16,28,C1,0.072,WRLP92,none,100,CdCl2,Rep3
1000,16,28,C1,0.071,WRLP92,none,100,CdCl2,Rep3
1010,16,28,C1,0.0719,WRLP92,none,100,CdCl2,Rep3
1020,17,28,C1,0.0711,WRLP92,none,100,CdCl2,Rep3
1030,17,28,C1,0.0713,WRLP92,none,100,CdCl2,Rep3
1040,17,28,C1,0.0715,WRLP92,none,100,CdCl2,Rep3
1050,17,28,C1,0.0714,WRLP92,none,100,CdCl2,Rep3
1060,17,28,C1,0.0722,WRLP92,none,100,CdCl2,Rep3
1070,17,28,C1,0.0727,WRLP92,none,100,CdCl2,Rep3
1080,18,28,C1,0.0717,WRLP92,none,100,CdCl2,Rep3
1090,18,28,C1,0.0707,WRLP92,none,100,CdCl2,Rep3
1100,18,28,C1,0.0718,WRLP92,none,100,CdCl2,Rep3
1110,18,28,C1,0.0718,WRLP92,none,100,CdCl2,Rep3
1120,18,28,C1,0.0719,WRLP92,none,100,CdCl2,Rep3
1130,18,28,C1,0.0702,WRLP92,none,100,CdCl2,Rep3
1140,19,28,C1,0.0723,WRLP92,none,100,CdCl2,Rep3
1150,19,28,C1,0.0712,WRLP92,none,100,CdCl2,Rep3
1160,19,28,C1,0.0712,WRLP92,none,100,CdCl2,Rep3
1170,19,28,C1,0.0709,WRLP92,none,100,CdCl2,Rep3
1180,19,28,C1,0.0714,WRLP92,none,100,CdCl2,Rep3
1190,19,28,C1,0.0715,WRLP92,none,100,CdCl2,Rep3
1200,20,28,C1,0.0706,WRLP92,none,100,CdCl2,Rep3
1210,20,28,C1,0.0717,WRLP92,none,100,CdCl2,Rep3
1220,20,28,C1,0.0716,WRLP92,none,100,CdCl2,Rep3
1230,20,28,C1,0.0714,WRLP92,none,100,CdCl2,Rep3
1240,20,28,C1,0.0727,WRLP92,none,100,CdCl2,Rep3
